curso,entry_id,gold,classe_diagnostico,classe_final,derrubado,expressao,fora_do_bundle,confianca,justificativa,motivo_refutador
MF,archive-of-formal-proofs-355fb8,provadores-de-teoremas,B,D,1,Archive of Formal Proofs,0,media,"AFP e o nome proprio do repositorio de provas do Isabelle, artefato do ecossistema de provadores de teoremas, e nao um sinonimo generico de verificacao formal (que foi o que o cru leu em 'Formal Verification' no heading truncado).","Passa nos checks 1-3 e MORRE no check 4. Check 1: ""Archive of Formal Proofs"" e literal (TITULO e 1o HEADING). Check 2: AFP->Isabelle->provador e conhecimento de dominio legitimo. Check 3: nao pontua hoje (inventario_fontes_104_cru.csv: score_gold 0.02 vs winner 11.94, as 8 fontes alcancam o gold em 0). Check 4 DERRUBA: categoria=references/url, e no codigo deste projeto `references` E bibliografia — content_taxonomy.py:25 agrupa {cronograma, bibliografia, referencias, references} e anchor_engine.py:35 define _REFERENCE_CATEGORIES identico. Pior: o comentario de anchor_engine.py nomeia ESTE material — ""4 pinos identicos em MF/IA para `aws`, `archive`, `o-que-e-IA`, `ia-responsavel`: bibliografia geral, sem secao no Moodle e sem data"". Confirma no inventario: existe_SARC=0, nenhuma secao. O ""Conteudo Extraido"" do bundle e um crawl do indice do site da AFP (a entrada Godeliana e o que estava na home), nao material de aula. Corroboracao contraria: no glossario, 'Godelian Ontological Argument' ja e sinonimo de 1.4 e 'Formal Verification' de 1.3 — o vocabulario adquirido puxa este material PARA LONGE do gold 1.3.3."
MF,revisao,sistemas-formais,B,C,1,LINGUAGENS FORMAIS | Alfabeto e palavra | Linguagem sobre um alfabeto | Linguagens artificiais | Uma linguagem artificial pode ser vista de duas formas: | Hierarquia de Chomsky,0,media,"Alfabeto, palavra, linguagem formal e hierarquia de Chomsky sao o aparato definicional de um sistema formal e nao tem outro destino no catalogo de 23 topicos, mas o motor so viu 'CONJUNTOS E FUNCOES' e caiu em 1.2.2.","Passa 1 e 2, MORRE no check 3. Check 1: a expressao e literal e contigua no HEADINGS. Check 2: alfabeto/palavra/linguagem formal/Chomsky e o aparato definicional de sistema formal e nao ha outro destino nos 23 topicos — link de dominio aceito. Check 3 DERRUBA: a expressao ja E o alias do gold. Em .ablacao/Metodos-Formais-Tutor/course/.glossary_curation.llm.json, '1.1 Sistemas Formais' tem synonyms = ['LINGUAGENS FORMAIS','Alfabeto e palavra','Linguagem sobre um alfabeto','Linguagens artificiais','Hierarquia de Chomsky'] — 5 dos 6 segmentos alegados, verbatim, na mesma ordem (so falta 'Uma linguagem artificial pode ser vista de duas formas:', que nao e termo). A alegacao nao e juizo de dominio independente: e o glossario lido de volta. E o produto ja acerta (produto_acerta=1) com esse vocabulario. A aquisicao ja foi feita; nao ha orcamento novo a justificar. RESSALVA HONESTA — e a derrubada mais apertada das tres: no cru honesto o gold pontua 0.00 (gold_score_zero=1, as 8 fontes alcancam 0), entao no regime cru a relacao de fato nao dispara. A morte depende do enquadramento 'alias ja existe', nao do score do cru. Se a pergunta for 'o cru deveria aceitar vocabulario de proveniencia LLM', isso e decisao de proveniencia, nao lexico a construir."
MF,exerciciosespecificacao-respostas,linguagens-de-especificacao-e-logicas,C,C,0,,0,alta,"O heading 'Especificacao Formal' e o label 'Respostas' ja carregam o token do gold e mesmo assim o cru desceu para o filho 1.2.1 — ordenacao, nao vocabulario.",
MF,exerciciosespecificacao,linguagens-de-especificacao-e-logicas,C,C,0,,0,alta,Heading 'Especificacao Formal' mais label 'Exercicios - asseroes logicas' cobrem as duas metades do rotulo do gold e o cru ainda assim escolheu o filho 1.2.1.,
MF,arvores,provadores-de-teoremas,A,A,0,,1,alta,"O bundle so tem 'arvores' (estrutura de dados, nao pertence ao gold) e 'provas', palavra generica da disciplina inteira; o sinal real (theory/imports Main/proof (induct a), language: isabelle) esta no corpo do .thy, fora do bundle.",
MF,exemplos,provadores-de-teoremas,C,C,0,,1,media,"O extra aceito 'especificacao-de-funcoes-recursivas' ja pontua pelo label 'definicoes de funcoes' e perdeu com 0.989 para 'Exemplos de Aplicacoes', casado com a palavra-boilerplate 'exemplos' — adquirir vocabulario nao vence um match literal de boilerplate.",
MF,intro,provadores-de-teoremas,D,D,0,,1,alta,"Bundle sem conteudo: titulo generico 'intro', heading que so ecoa o titulo e label 'Exemplos - introducao' — tres itens que a regra 4 exclui, nao ha o que adquirir (o datatype indutivo e o primrec estao so no corpo).",
MF,listas,provadores-de-teoremas,A,A,0,,1,alta,Identico a arvores: 'listas' e estrutura de dados e 'provas' e generico; o Isabelle/Isar so aparece no corpo do .thy.,
MF,provas,provadores-de-teoremas,B,C,1,Exemplos - provas isabelle e isar,0,alta,"Isabelle E um provador de teoremas e Isar E sua linguagem de prova — ligacao de dominio direta, sem esticar, e o motor foi parar no pai 1.3.","Passa 1 e 2, MORRE no check 3 por duas vias independentes. Check 1: 'Exemplos - provas isabelle e isar' e o LABEL MOODLE exato. Check 2: Isabelle e provador, Isar e sua linguagem de prova — link mais forte dos quatro, zero esticamento. Check 3 DERRUBA (via A): '1.3.3 Provadores de Teoremas' tem synonyms = ['Isabelle','Isar'] no .glossary_curation.llm.json — exatamente a expressao alegada, ja adquirida, e o produto ja acerta (produto_acerta=1). Check 3 DERRUBA (via B, independente do glossario): no inventario_fontes_104_cru.csv o gold NAO pontua zero — score_gold=0.12 vs winner 0.91 (gold_score_zero=0), e 2 das 8 fontes alcancam o gold pelo criterio estrito do motor (SECAO=1, HEADINGS=1). Gap de 7.5x, o mais estreito dos quatro: o sinal existe e perde por ordenacao. A afirmacao 'o motor foi parar no pai 1.3' descreve competicao entre pai e filho, que e exatamente o sintoma de C."
MF,hoare,logica-de-hoare,C,C,0,,0,alta,O titulo 'Hoare' e o label 'Logica de Floyd-Hoare' nomeiam o gold quase literalmente e o cru mesmo assim escolheu o filho 2.1.2.,
MF,terminacao,correcao-parcial-e-total,B,C,1,Exemplos (Terminacao),0,alta,"Correcao total = correcao parcial + terminacao, relacao de dominio canonica, e nao houve competicao nenhuma (cru vazio, confianca 0.000), entao so falta a relacao termo->topico.","Passa 1 e 2, MORRE no check 3 — e a premissa da alegacao e factualmente falsa. Check 1: 'Exemplos (Terminacao)' e o LABEL MOODLE exato. Check 2: correcao total = correcao parcial + terminacao, canonico. Check 3 DERRUBA: a alegacao diz 'nao houve competicao nenhuma (cru vazio, confianca 0.000), entao so falta a relacao termo->topico'. Medido, o contrario: inventario_fontes_104_cru.csv traz score_gold=0.12 = score_winner=0.12, gold_score_zero=0 e gold_e_argmax_1a=1 — o gold JA E o argmax da 1a passada, com WEEKLBL_p=1 e WEEKLBL_nhits=2. O handoff 2026-09-12-handoff-regime-cru.md §16.2 documenta esse balde: 'Em 9 o gold ja e o argmax da 1a passada: esses nascem na 2a passada, nao no scorer.' A relacao dispara e ganha; o cru sai vazio por corte de confianca/2a passada (na_fila=1). Confirmacao dupla pelo lexico: '2.1.2 Correcao Parcial e Total' ja tem 'Terminacao' nos synonyms, e refiltra_vocab_MF.log registra a insercao (""2.1.2 Correcao Parcial e Total: -[] +['Terminacao']""). Produto acerta. Nao ha termo a adquirir — ja foi adquirido e ja vence o scorer."
MF,tiposindutivos,softwares-de-suporte-a-verificacao-formal-de-programas,A,A,0,,1,media,"O unico vinculo com o gold e a extensao .dfy dentro de 'ex1.dfy | ex2.dfy | ex3.dfy', que a regra 4 exclui como nome de arquivo; 'Tipos Indutivos' aponta para 1.2.2, nao para o gold.",
ES2,microsservicos,orientada-a-microsservicos,C,C,0,,0,alta,"Título, label Moodle e headings dizem ""Microsserviços""/""MICROSSERVIÇOS ---"" literalmente e mesmo assim o cru foi para arquitetura-serverless, irmão direto dentro de 1.3 — evidência presente e pontuando, derrotada na ordenação, nada a adquirir.",
ES2,roteiro1,estudo-de-caso-arquitetura-orientada-a-microsservicos,A,A,0,,1,alta,"O bundle inteiro é manifesto de nomes de arquivo .java de um zip, excluídos como expressão de domínio pela regra 4 — não é D porque o gold não é vazio nem o material é cronograma, e não é B porque não há um único termo citável fora de nome de arquivo.",
ES2,devops,conceito-de-devops,C,C,0,,0,alta,"O gold está nomeado quase literalmente no título, no label e nos headings (""DEVOPS"", ""Dev"", ""Ops"", ""DevOps"" x3) e o cru escolheu integracao-continua-ci, irmão da mesma unidade que também aparece como heading — é PDF multi-tópico perdendo na ordenação, não falta de vocabulário.",
ES2,kubernetes,plataformas-de-devops,B,B,0,KUBERNETES --- | O que é Kubernetes? | Vantagens do Uso do Kubernetes | Ferramentas para Executar Kubernetes no PC,0,alta,"Kubernetes é literalmente uma plataforma de orquestração usada em DevOps, o vínculo é de domínio e não de sobreposição de palavra (o termo não compartilha nenhuma palavra com ""Plataformas de DevOps""), e o cru saiu vazio em vez de escolher um irmão, o que descarta C.","Passa as 4. (1) Literal: 'Kubernetes' aparece verbatim em TITULO, LABEL MOODLE e 8 headings; a string alegada apenas elide os 5 'Como o Kubernetes Funciona' repetidos — nao e substring contigua, mas cada fragmento e verbatim e o termo carregador esta no bundle, entao nao derrubo por elipse de repeticao. (2) Dominio: Kubernetes e plataforma de orquestracao de conteineres; entre os 21 topicos do catalogo, 2.6 Plataformas de DevOps e o unico destino viavel (2.4 CD e 2.5 Monitoramento nao cobrem 'o que e / vantagens / ferramentas para executar no PC'); zero palavra em comum com o rotulo, logo o vinculo e de dominio e nao de sobreposicao. (3) Nao pontua hoje — medido: docs/reports/_harness-2026-09-04/c1-3/onde_esta_o_rotulo_12-09.csv:61 da label_no_texto=0, tokens_no_texto=0 de 2, alias_cru_no_texto vazio, e o cru saiu vazio com confianca 0.000; nao ha competidor, entao C esta descartado por medicao, nao por argumento. (4) Gold nao e vazio (plataformas-de-devops em subunit_gt_ES2.csv:11) e o material e material-de-aula com headings de conteudo, nao cronograma. Ressalvas registradas: o gold veio de ruling do usuario ('RULING USER 2026-08-26. plataforma') e nao de consenso de literatura — o referente canonico de 'Plataforma de DevOps' e GitLab/Azure DevOps, e Kubernetes entra como plataforma de execucao; e a prova de que a aquisicao resolve ja existe como sidecar llm-compilado (congela_sidecars_13-09.csv:364; refiltra_vocab_ES2.log:3 '+[Kubernetes, Azure]'), com proveniencia llm, o que confirma a entrega mas nao serve como evidencia crua. Anomalia lateral: nao ha linha de kubernetes em material_gt_ES2.csv, o que explica o 'a unidade esta certa: nao' do dossie."
ES2,microsservicos2,estudo-de-caso-arquitetura-orientada-a-microsservicos,C,C,0,,0,alta,"O heading ""MICROSSERVIÇOS ---"" carrega o termo distintivo do gold com a grafia exata e o cru foi a arquitetura-serverless, irmão na mesma unidade — o erro real é desempatar 1.3.4 vs 1.5, que Service Discovery/Netflix Eureka adquiridos não resolveriam.",
ES2,microsservicos3,estudo-de-caso-arquitetura-orientada-a-microsservicos,C,C,0,,0,alta,"Mesma situação do microsservicos2: ""MICROSSERVIÇOS ---"" literal no bundle, cru em arquitetura-serverless (irmão da unidade 01), e API Gateway/BFF adquiridos apontariam para o mesmo cluster já sinalizado pelo heading.",
ES2,roteiro2-nameserver,estudo-de-caso-arquitetura-orientada-a-microsservicos,C,C,0,,0,media,"O heading ""Passo 2: registrando os microserviços no 'name server'"" traz o termo do gold literalmente (grafia com um s só) e o cru foi a arquitetura-serverless, irmão na unidade 01 — evidência presente, disputa perdida.",
ES2,roteiro3-gateway,estudo-de-caso-arquitetura-orientada-a-microsservicos,B,A,1,Roteiro 3: Gateway | Passo 1: criando o “gateway” | Passo 2: configurando rotas no “gateway”,0,media,"É o único roteiro cujo bundle não contém nenhuma grafia de ""microsserviços"", então não pode ser C; o gateway com configuração de rotas é o padrão API Gateway, conceito de arquitetura de microsserviços — B com ressalva: ""gateway"" sozinho é ambíguo (também é termo serverless, provavelmente a causa do cru ter ido para lá) e o termo decisivo ""microserviços"", além de ""Spring Cloud Gateway"" e ""Eureka"", só existe no corpo do arquivo.","Falha na verificacao 2. A verificacao 1 passa em letra ('Roteiro 3: Gateway', 'Passo 1: criando o ""gateway""', 'Passo 2: configurando rotas no ""gateway""' estao verbatim no bundle), mas o que sobra de fato e a palavra 'gateway' nua — palavra generica de infraestrutura, ambigua com serverless (API Gateway), gateway de rede e gateway de pagamento. A propria alegacao concede que os termos decisivos ('microserviços', 'Spring Cloud Gateway', 'Eureka') so existem no corpo do arquivo, fora do bundle: isto e exatamente a condicao de derrubada da regra 1 aplicada a expressao que carrega a relacao. Chegar de 'gateway' ate 'Estudo de caso: arquitetura orientada a microsservicos' exige tres saltos (gateway -> padrao API Gateway -> arquitetura de microsservicos -> o estudo de caso especifico 1.5, que nem e 1.3.4), e o gold verdadeiro do material e serial, nao lexical: roteiro3 pertence a 1.5 por ser o terceiro da mesma sequencia Spring Boot de roteiro1/roteiro2/roteiro2-nameserver, relacao que aquisicao de vocabulario nao produz. Confirmacao no proprio repo: o unico caminho hoje de 'gateway' para 1.5 e um sidecar manual classe=benchmark (congela_sidecars_13-09.csv:317) cuja nota diz que ele compra exatamente +1, este mesmo material — ajuste ao caso, nao vocabulario de dominio. Nao classifico como C porque a evidencia do gold nao esta presente nem pontua (o cru foi para arquitetura-serverless, que e o destino sistematico de 5 materiais de microsservicos deste curso, sinal de scorer e nao de termo)."
ES2,roteiro2,estudo-de-caso-arquitetura-orientada-a-microsservicos,A,A,0,,1,media,"Bundle é manifesto de nomes de arquivo; o único token quase-de-domínio é ""NamingServerApplication.java"", desqualificado pela regra 4, e o @EnableEurekaServer que sustentaria B está no corpo do .java, fora do que o adquiridor veria.",
ES2,roteiro3,estudo-de-caso-arquitetura-orientada-a-microsservicos,A,A,0,,1,media,"Mesmo caso do roteiro2: ""ApiGatewayApplication.java"" embute um padrão real de microsserviços mas é nome de arquivo (regra 4), e na dúvida entre A e B a regra 6 manda A.",
ES2,microsservicos6,estudo-de-caso-integracao-e-implantacao-de-microsservicos,C,C,0,,0,media,"O título ""microsservicos6"" carrega o termo distintivo do gold e o cru foi a gerenciamento-da-configuracao, irmão da unidade 02 — ressalva forte: medi o corpo do arquivo (32 KB) e ele tem ZERO ocorrências de microsserviço/implantação/deploy/docker/kubernetes, o conteúdo é 100% RBAC/ABAC/PBAC/ReBAC/FGA, então o slug do título é o único sinal do gold que existe e aquisição de vocabulário de autorização não levaria a 2.7 (beira o D).",
ES2,roteiro8-autenticacao-autorizacao,estudo-de-caso-integracao-e-implantacao-de-microsservicos,C,C,0,,0,alta,"O bundle tem o heading isolado ""Microserviços"", o termo distintivo do gold, e o cru escolheu gerenciamento-da-configuracao, irmão da mesma unidade — os termos adquiríveis do bundle (Auth0, API REST) pertencem a segurança, não ao gold, logo aquisição não é o gargalo.",
FR,01-protocolos-de-rede,"Conceito de protocolo de redes pessoais, locais, metropolitanas e de longa distância (1.3)",C,C,0,,0,alta,"O titulo 'Protocolos de Rede' e os headings 'Protocolos de Rede | Protocolos de Comunicacao | Exemplo de Protocolo' nomeiam o gold quase literalmente e ja pontuam, mas o cru foi para 'Modelos OSI e TCP/IP', irmao na mesma Unidade 01, puxado por 'Hierarquias de protocolos' e 'organizado em camadas'.",
FR,unidade1-exercicios,Modelos OSI e TCP/IP (1.2),B,C,1,**Parte 3 — Modelos de Referência**,0,media,"'Modelos de Referencia' e o termo canonico de redes para OSI e TCP/IP (capitulo homonimo em Tanenbaum e Kurose) e o motor nao tem essa relacao — nao e C porque o cru ficou vazio, ninguem venceu.","Falhou o teste 3 (a expressao JA pontua hoje). Testes 1 e 2 passam: '**Parte 3 — Modelos de Referência**' esta literal no bundle do dossie (FR.md linha 72) e 'Modelos de Referencia' e mesmo o nome canonico do capitulo de OSI/TCP-IP. Mas o teste 3 derruba: depois do filtro len>=4, o rotulo do gold 'Modelos OSI e TCP/IP' tem UM unico token — 'modelos' — e ele e exatamente a cabeca da expressao alegada. Medido re-rodando _score_entry_against_taxonomy_topic sobre o entry real da copia .motor3eixos: com a expressao, modelos-osi-e-tcpip pontua 0.1422 e e CO-ARGMAX da unidade; apagando so 'modelos de referencia' dos headings, cai para 0.000. Ou seja, a relacao NAO esta ausente — e a expressao alegada, via 'modelos', que carrega o gold ao topo hoje. O cru vazio nao e 'ninguem venceu por falta de sinal': subunit_match_reasons do manifest e ['empate-exato 2x score=0.14'] — empate com o IRMAO da mesma unidade, conceitos-de-redes-de-computadores-e-internet (overlap redes/computadores/internet, mesmos 0.1422), e a regra devolve slug vazio em empate exato. Sinal tipico de C, textual na definicao: o cru empatou com um irmao do gold dentro da mesma unidade. Problema de desempate/ordenacao, nao de aquisicao. Confirmei que injetar 'Modelos de Referência' como alias de 1.2 resolve (0.1422 -> 5.85, vence), mas so porque converte um overlap de 1 token que ja existe em phrase-hit de heading (peso 4.4): a aquisicao compra um desempate, nao uma relacao nova — e qualquer criterio de desempate no 0.14 entrega o mesmo material de graca. Nota de fora do escopo: 'a unidade esta certa: nao' no dossie e artefato de renderizacao (o entry nao esta na regua de unidade, unidade_certa=-1, e o gerador colapsa -1 em 'nao'); e o argmax do curso inteiro e enderecamento (4.920, Unidade 04) — o material so ficou na unidade 01 pela unidade explicita u1 (conf 0.95)."
FR,04-camada-de-aplicacao,Funções e características do nível de aplicação (2.1),C,C,0,,0,alta,"Titulo '04 - Camada de Aplicacao' e headings 'Camada de Aplicacao | Conceitos Basicos' sao o gold quase literal ('camada' = 'nivel'), e mesmo assim o cru escolheu 2.4, irmao na mesma unidade, provavelmente por 'Protocolos de Camada de Aplicacao'.",
FR,04-protocolo-http,"Protocolos de aplicação para o usuário (HTTP, HTTPS, SMTP, POP3, IMAP) (2.4)",C,C,0,,0,alta,"'HTTP' esta no titulo e em 15+ headings e e token literal do rotulo do gold — ja pontua; o cru foi para 2.2, irmao na mesma unidade, via rota propagado-headings, o que e ordenacao/herança, nao falta de vocabulario.",
FR,05-protocolo-dns,"Protocolos de aplicação para infraestrutura (DNS, DHCP, SNMP, NAT) (2.3)",C,C,0,,0,alta,"'DNS' esta no titulo e em ~14 headings e e token literal do rotulo do gold; o cru escolheu 2.4, irmao na mesma unidade — competicao de scorer, nao aquisicao.",
FR,unidade2-exercicios-http,"Protocolos de aplicação para o usuário (HTTP, HTTPS, SMTP, POP3, IMAP) (2.4)",C,C,0,,0,alta,"'HTTP' aparece no titulo e em 2 das 3 partes ('Requisicoes e Respostas HTTP', 'Evolucao e Seguranca do HTTP') e e token literal do rotulo do gold; o cru foi para 2.2, irmao, por propagado-headings.",
FR,08-desenvolvimento-de-aplicacoes,Implementação de sockets (2.2.1),C,C,0,,0,media,"'Socket' aparece 8x nos headings e e o token literal do rotulo do gold — nao ha relacao de dominio a adquirir; o score 0.000 com evidencia literal presente e falha de scorer/rota (1a-passada nao leu headings), nao de vocabulario.",
FR,udp-example-c,Implementação de sockets (2.2.1),A,A,0,,1,media,"O bundle inteiro e nome de zip mais dois nomes de arquivo ('udp_client.c | udp_server.c'), vetados pela regra 4; 'socket' existe no codigo-fonte (medido: 3 ocorrencias em cada .c) mas nao chega ao adquiridor.",
FR,udp-example-java,Implementação de sockets (2.2.1),A,A,0,,1,media,"Bundle e so 'UDPClient.java | UDPServer.java', nome de arquivo pela regra 4; 'socket'/'DatagramSocket' so existe no fonte (medido: 5 ocorrencias em cada .java), fora do que o adquiridor veria.",
FR,tcp-chat-c,Implementação de sockets (2.2.1),A,A,0,,1,alta,"Bundle e so 'chat_client.c | chat_server.c' — nome de arquivo, e nem 'tcp' nem 'socket' aparecem nos headings; 'socket' esta no fonte (medido: 2 por arquivo), fora do bundle.",
FR,tcp-example,Implementação de sockets (2.2.1),A,A,0,,1,media,"Bundle e so 'TCPClient.java | TCPServer.java', nome de arquivo pela regra 4; 'Socket'/'ServerSocket' so existe no fonte (medido: 2 e 4 ocorrencias), fora do bundle.",
SO,1903-estruturas-de-controle,"conceitos-basicos (3.1, Unidade 02 — Gerência do Processador)",B,A,1,Bloco de Controle do Processo (PCB) | Informações típicas do BCP | Imagem do processo na memória,0,media,"PCB e imagem do processo na memória são o conteúdo canônico de 'conceitos básicos' de processo e não pertencem a escalonamento nem a algoritmos de escalonamento; não é C porque nenhum heading sobrepõe lexicalmente o rótulo abstrato 'Conceitos básicos' — o que pontuou para o irmão foi 'filas do sistema', então a evidência do gold não pontua hoje.","Falha a verificacao 2 (pertencimento de dominio). A expressao passa a verificacao 1 (os headings 'Bloco de Controle do Processo (PCB)', 'Informacoes tipicas do BCP' e 'Imagem do processo na memoria' estao literais no bundle e no md). Mas 'PCB -> Conceitos basicos' nao e um fato de dominio: 'Conceitos basicos' nao tem conteudo semantico algum — o catalogo do proprio dossie o repete identico em 3.1 (Gerencia do Processador) e 5.1 (Deadlock). A ligacao so fecha por eliminacao dentro da unidade ('nao e escalonamento, nao e algoritmo, nao e estudo de caso'), que e exatamente o passo de esticamento proibido. Nao ha termo a adquirir porque nao ha relacao termo->topico para aprender. Nao e C: medido, `conceitos b` aparece 0 vezes no corpo e o unico alias do gold e '3.1 Conceitos basicos', logo o gold pontua zero e nao ha competicao real. De quebra, a justificativa da alegacao esta factualmente errada: `escalonamento` NAO tem alias 'filas' (aliases medidos: 'Escalonamento', '3.2 Escalonamento', 'Escalonamento de Processos'); o que deu winner_score=2.94 foi a palavra literal na linha 97, '- Informacoes de escalonamento e estado:', um campo do proprio PCB. Ou seja, a alegacao errou o mecanismo que apontou como razao para nao ser C."
SO,exercicios,"algoritmos-de-escalonamento (3.3, Unidade 02 — Gerência do Processador)",B,B,0,"2. SJF (nonpreemptive): | 3. SJF (preemptive, Shortest-next-CPU-burst): | 4. Nonpreemptive, Priority:",0,alta,"SJF, shortest-next-CPU-burst e priority scheduling SÃO algoritmos de escalonamento por definição de domínio, e o cru saiu vazio (confiança 0.000), logo não houve competição: falta só a relação termo→tópico.","Passa as quatro. (1) Literal: os headings '2. SJF (nonpreemptive):', '3. SJF (preemptive, Shortest-next-CPU-burst):' e '4. Nonpreemptive, Priority:' conferem caractere a caractere contra o bundle e contra exercises/lists/exercicios.md. (2) Dominio direto, sem eliminacao: SJF, shortest-next-CPU-burst, FCFS, round robin e priority scheduling SAO algoritmos de escalonamento por definicao, e o rotulo 'Algoritmos de escalonamento' carrega esse dominio por si — mesma forma do exemplo canonico perceptron -> Modelos Preditivos. (3) Nao pontua hoje, medido: subunit_match_reasons = ['sem-sinal (winner_score=0)'] e `escalonament` aparece 0 vezes no corpo inteiro; nem o rotulo do gold nem o de qualquer irmao ocorre, entao nao ha competicao, so ausencia de relacao. (4) Gold nao vazio (algoritmos-de-escalonamento) e o material e lista de exercicios tecnica (sjf 9, priority 17, burst 10, round 10, fcfs 3, scheduling 7 ocorrencias), nao cronograma/bibliografia/apresentacao."
SO,3103-threads,conceitos-basicos (Unidade 02 — Gerência do Processador),D,D,0,,0,alta,"O assunto do material é thread, e a Unidade 02 não tem subtópico de threads no catálogo ('Programas multithreads' é 4.1, Unidade 03) — o gold marcou conceitos-basicos como encaixe por falta de opção, então adquirir 'thread' empurraria o motor para fora da unidade exigida, não para o gold.",
SO,exemplo-threads-em-c-exemplo1,conceitos-basicos (Unidade 02 — Gerência do Processador),D,D,0,,0,alta,"Mesmo buraco de taxonomia do 3103-threads, agravado por bundle sem conteúdo: título, label e heading único são todos 'Exemplo threads em C', nenhuma expressão de domínio ligável a conceitos básicos de processo.",
SO,exemplo-threads-em-c-exemplo2,conceitos-basicos (Unidade 02 — Gerência do Processador),D,D,0,,0,alta,"Idêntico ao exemplo1: bundle é só o nome do arquivo/label (boilerplate 'exemplo'), e o assunto real (threads) não tem subtópico na unidade exigida.",
SO,exemplo-threads-em-c-exemplo3,conceitos-basicos (Unidade 02 — Gerência do Processador),D,D,0,,0,alta,"Idêntico ao exemplo1 e exemplo2: sem conteúdo no bundle e sem subtópico de threads na Unidade 02, aquisição de vocabulário não tem alvo válido.",
TCC,aula-06-revisao-alfabeto-cadeia-linguagem-hierarquia-de-chomsky-lemas-e-propriedades-de-automatos,(vazio),D,D,0,,0,alta,"O gold e vazio e o conteudo (alfabeto, cadeia, hierarquia de Chomsky, automatos) nao tem subtopico correspondente em nenhuma das 26 entradas do catalogo, que comeca em conjuntos enumeraveis e vai ate classes de complexidade.",
TCC,aula-09-variacoes-de-maquinas-de-turing,variacoes-de-maquinas-de-turing,C,C,0,,0,alta,"O titulo, o label do Moodle e o primeiro heading dizem literalmente ""Variacoes de Maquinas de Turing"" (= o rotulo do gold 2.3) e ainda assim o cru foi para o irmao 2.1 maquinas-de-turing na mesma unidade: a evidencia ja esta no bundle e ja pontua, o que falha e a ordenacao.",
TCC,aula-10-linguagens-reconhecıveis-e-linguagens-decidıveis-pdf,linguagens-reconheciveis-e-decidiveis,C,C,0,,0,alta,"Titulo, label e heading nomeiam o gold quase literalmente (""Linguagens Reconheciveis e Linguagens Decidiveis; Maquinas de Turing Universais"", cobrindo primario 2.2 e extra 2.5) e mesmo assim o cru escolheu o irmao 2.1 na mesma unidade - problema de scorer, nao de vocabulario ausente.",
