curso,regime,entry_id,fora_do_escopo,confiante,aceito,primario,vazio,rota,passada,pred,win_slug,s1,s2,margem,razao,share_score,n_pos,n_cand,frase,exact_hits,max_tok_frase,tok_frase_doador,origem,doador,peso_doador,n_topic_tokens,n_overlap,cobertura,n_alias,pred_frase,pred_exact_hits,pred_max_tok_frase,pred_tok_frase_doador,pred_origem,pred_doador,pred_peso_doador,pred_n_topic_tokens,pred_n_overlap,pred_cobertura,pred_n_alias,pred_score,unidade,n_mat_unid,n_iguais,share_unid,reasons
SO,cru,1903-estruturas-de-controle,0,1,0,0,0,1a,1a,escalonamento,escalonamento,2.0,0.107712,1.892288,0.053856,0.9488962438891083,2,4,1,1,1,1,label,markdown_text,1.1,1,1,1.0,1,1,1,1,1,label,markdown_text,1.1,1,1,1.0,1,2.0,unidade-02-gerencia-do-processador,11,8,0.7272727272727273,winner_score=2.00
SO,cru,2403-escalonamento-de-processos,0,1,1,1,0,1a,1a,escalonamento,escalonamento,14.120000000000001,0.107712,14.012288000000002,0.007628328611898017,0.9924294222430142,2,4,1,6,1,1,label,markdown_headings_text,4.4,1,1,1.0,1,1,6,1,1,label,markdown_headings_text,4.4,1,1,1.0,1,14.120000000000001,unidade-02-gerencia-do-processador,11,8,0.7272727272727273,winner_score=14.12
SO,cru,2603-algoritmos-de-escalonamento,0,0,1,1,0,2a-propagado,2a,algoritmos-de-escalonamento,algoritmos-de-escalonamento,15.06,13.47,1.5899999999999999,0.8944223107569721,0.5258800004693113,3,4,1,6,3,3,label,markdown_headings_text,4.4,2,2,1.0,1,1,6,3,3,label,markdown_headings_text,4.4,2,2,1.0,1,15.06,unidade-02-gerencia-do-processador,11,2,0.18181818181818182,winner_score=15.06|ambiguous|propagado-headings
SO,cru,3103-threads,0,0,0,0,0,1a,1a,escalonamento,escalonamento,2.0,0.107712,1.892288,0.053856,0.9488962438891083,2,4,1,1,1,1,label,markdown_text,1.1,1,1,1.0,1,1,1,1,1,label,markdown_text,1.1,1,1,1.0,1,2.0,unidade-02-gerencia-do-processador,11,8,0.7272727272727273,winner_score=2.00
SO,cru,exercicios,0,1,0,0,1,vazio-sem-sinal,1a,,conceitos-basicos,0.0,0.0,0.0,1.0,0.0,0,4,0,0,0,0,,,0.0,2,0,0.0,1,0,0,0,0,,,0.0,0,0,0.0,0,0.0,unidade-02-gerencia-do-processador,11,1,0.09090909090909091,sem-sinal (winner_score=0)
SO,cru,exemplo-threads-em-c-exemplo1,0,0,0,0,0,2a-propagado,2a,escalonamento,escalonamento,11.090399999999999,0.0,11.090399999999999,0.0,1.0,1,4,1,6,1,1,alias,markdown_headings_text,4.4,2,1,0.5,2,1,6,1,1,alias,markdown_headings_text,4.4,2,1,0.5,2,11.090399999999999,unidade-02-gerencia-do-processador,11,8,0.7272727272727273,winner_score=11.09|propagado-headings
SO,cru,exemplo-threads-em-c-exemplo2,0,0,0,0,0,2a-propagado,2a,escalonamento,escalonamento,11.090399999999999,0.0,11.090399999999999,0.0,1.0,1,4,1,6,1,1,alias,markdown_headings_text,4.4,2,1,0.5,2,1,6,1,1,alias,markdown_headings_text,4.4,2,1,0.5,2,11.090399999999999,unidade-02-gerencia-do-processador,11,8,0.7272727272727273,winner_score=11.09|propagado-headings
SO,cru,exemplo-threads-em-c-exemplo3,0,1,0,0,0,2a-propagado,2a,escalonamento,escalonamento,11.090399999999999,0.0,11.090399999999999,0.0,1.0,1,4,1,6,1,1,alias,markdown_headings_text,4.4,2,1,0.5,2,1,6,1,1,alias,markdown_headings_text,4.4,2,1,0.5,2,11.090399999999999,unidade-02-gerencia-do-processador,11,8,0.7272727272727273,winner_score=11.09|propagado-headings
SO,produto,definicao-e-historico,0,1,1,1,0,1a,1a,evolucao-historica,evolucao-historica,30.762000000000004,15.591999999999999,15.170000000000005,0.5068591118912944,0.6047749738524572,4,4,1,13,4,2,alias,markdown_headings_text,4.4,8,6,0.75,5,1,13,4,2,alias,markdown_headings_text,4.4,8,6,0.75,5,30.762000000000004,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,11,1,0.09090909090909091,winner_score=30.76
SO,produto,1203-processos,0,1,1,0,0,1a,1a,servicos-dos-sistemas-operacionais,servicos-dos-sistemas-operacionais,22.218000000000004,17.086,5.132000000000005,0.7690161130614815,0.549290910874546,4,4,1,9,5,5,alias,markdown_headings_text,4.4,8,5,0.625,6,1,9,5,5,alias,markdown_headings_text,4.4,8,5,0.625,6,22.218000000000004,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,11,1,0.09090909090909091,winner_score=22.22
SO,produto,1703-chamada-de-sistema,0,1,1,1,0,1a,1a,chamadas-de-sistema,chamadas-de-sistema,33.5988,0.107712,33.491088,0.003205828779599272,0.9936291898935785,3,4,1,16,7,3,alias,markdown_headings_text,4.4,9,7,0.7777777777777778,6,1,16,7,3,alias,markdown_headings_text,4.4,9,7,0.7777777777777778,6,33.5988,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,11,7,0.6363636363636364,winner_score=33.60
SO,produto,exemplo-criacao-de-processos-no-unix-linux-filho,0,1,1,1,0,1a,1a,chamadas-de-sistema,chamadas-de-sistema,0.9072,0.0,0.9072,0.0,1.0,1,4,0,0,0,0,,,0.0,9,2,0.2222222222222222,6,0,0,0,0,,,0.0,9,2,0.2222222222222222,6,0.9072,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,11,7,0.6363636363636364,winner_score=0.91
SO,produto,exemplo-criacao-de-processos-no-unix-linux-teste01,0,1,1,1,0,1a,1a,chamadas-de-sistema,chamadas-de-sistema,0.9072,0.0,0.9072,0.0,1.0,1,4,0,0,0,0,,,0.0,9,2,0.2222222222222222,6,0,0,0,0,,,0.0,9,2,0.2222222222222222,6,0.9072,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,11,7,0.6363636363636364,winner_score=0.91
SO,produto,exemplo-criacao-de-processos-no-unix-linux-teste02,0,1,1,1,0,1a,1a,chamadas-de-sistema,chamadas-de-sistema,0.9072,0.0,0.9072,0.0,1.0,1,4,0,0,0,0,,,0.0,9,2,0.2222222222222222,6,0,0,0,0,,,0.0,9,2,0.2222222222222222,6,0.9072,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,11,7,0.6363636363636364,winner_score=0.91
SO,produto,exemplo-criacao-de-processos-no-unix-linux-teste03,0,1,1,1,0,1a,1a,chamadas-de-sistema,chamadas-de-sistema,0.9072,0.0,0.9072,0.0,1.0,1,4,0,0,0,0,,,0.0,9,2,0.2222222222222222,6,0,0,0,0,,,0.0,9,2,0.2222222222222222,6,0.9072,unidade-01-introducao-ao-estudo-de-sistemas-operacionais,11,7,0.6363636363636364,winner_score=0.91
SO,produto,1903-estruturas-de-controle,0,1,1,1,0,1a,1a,conceitos-basicos,conceitos-basicos,30.104400000000002,3.802,26.302400000000002,0.12629383080214188,0.8305028635746681,3,4,1,13,5,5,alias,markdown_headings_text,4.4,21,10,0.47619047619047616,12,1,13,5,5,alias,markdown_headings_text,4.4,21,10,0.47619047619047616,12,30.104400000000002,unidade-02-gerencia-do-processador,11,8,0.7272727272727273,winner_score=30.10
SO,produto,2403-escalonamento-de-processos,0,1,1,1,0,1a,1a,escalonamento,escalonamento,68.4964,13.180399999999999,55.315999999999995,0.19242471137169254,0.8294148987697375,3,4,1,30,3,1,label,markdown_headings_text,4.4,10,10,1.0,8,1,30,3,1,label,markdown_headings_text,4.4,10,10,1.0,8,68.4964,unidade-02-gerencia-do-processador,11,1,0.09090909090909091,winner_score=68.50
SO,produto,2603-algoritmos-de-escalonamento,0,1,1,1,0,1a,1a,algoritmos-de-escalonamento,algoritmos-de-escalonamento,59.510000000000005,14.84,44.67,0.24936985380608298,0.7516926030719483,3,4,1,25,4,3,label,markdown_headings_text,4.4,15,13,0.8666666666666667,10,1,25,4,3,label,markdown_headings_text,4.4,15,13,0.8666666666666667,10,59.510000000000005,unidade-02-gerencia-do-processador,11,2,0.18181818181818182,winner_score=59.51
SO,produto,3103-threads,0,0,1,1,0,1a,1a,conceitos-basicos,conceitos-basicos,15.7724,2.3600000000000003,13.412399999999998,0.14962846491339304,0.7703473606064158,3,4,1,7,1,1,alias,markdown_headings_text,4.4,21,6,0.2857142857142857,12,1,7,1,1,alias,markdown_headings_text,4.4,21,6,0.2857142857142857,12,15.7724,unidade-02-gerencia-do-processador,11,8,0.7272727272727273,winner_score=15.77
SO,produto,exercicios,0,1,1,1,0,1a,1a,algoritmos-de-escalonamento,algoritmos-de-escalonamento,16.573999999999995,1.2320000000000002,15.341999999999995,0.07433329310968992,0.923436256364144,3,4,1,7,2,1,alias,markdown_headings_text,4.4,15,6,0.4,10,1,7,2,1,alias,markdown_headings_text,4.4,15,6,0.4,10,16.573999999999995,unidade-02-gerencia-do-processador,11,2,0.18181818181818182,winner_score=16.57
SO,produto,exemplo-threads-em-c-exemplo1,0,0,1,1,0,2a-propagado,2a,conceitos-basicos,conceitos-basicos,11.090399999999999,0.0,11.090399999999999,0.0,1.0,1,4,1,6,1,1,alias,markdown_headings_text,4.4,23,1,0.043478260869565216,14,1,6,1,1,alias,markdown_headings_text,4.4,23,1,0.043478260869565216,14,11.090399999999999,unidade-02-gerencia-do-processador,11,8,0.7272727272727273,winner_score=11.09|propagado-headings
SO,produto,exemplo-threads-em-c-exemplo2,0,0,1,1,0,2a-propagado,2a,conceitos-basicos,conceitos-basicos,11.090399999999999,0.0,11.090399999999999,0.0,1.0,1,4,1,6,1,1,alias,markdown_headings_text,4.4,23,1,0.043478260869565216,14,1,6,1,1,alias,markdown_headings_text,4.4,23,1,0.043478260869565216,14,11.090399999999999,unidade-02-gerencia-do-processador,11,8,0.7272727272727273,winner_score=11.09|propagado-headings
SO,produto,exemplo-threads-em-c-exemplo3,0,1,1,1,0,2a-propagado,2a,conceitos-basicos,conceitos-basicos,11.090399999999999,0.0,11.090399999999999,0.0,1.0,1,4,1,6,1,1,alias,markdown_headings_text,4.4,23,1,0.043478260869565216,14,1,6,1,1,alias,markdown_headings_text,4.4,23,1,0.043478260869565216,14,11.090399999999999,unidade-02-gerencia-do-processador,11,8,0.7272727272727273,winner_score=11.09|propagado-headings
IA,cru,caracteristicas-dos-dados,0,1,1,1,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,1.2959999999999998,0.107712,1.1882879999999998,0.08311111111111112,0.8574695121951219,3,5,0,0,0,0,,,0.0,12,5,0.4166666666666667,8,0,0,0,0,,,0.0,12,5,0.4166666666666667,8,1.2959999999999998,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=1.30
IA,cru,introducao-a-ml,0,1,1,1,0,2a-propagado,2a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,75.13200000000002,2.3600000000000003,72.77200000000002,0.03141138263323218,0.9655190990092208,5,5,1,39,1,1,alias,markdown_headings_text,4.4,65,27,0.4153846153846154,63,1,39,1,1,alias,markdown_headings_text,4.4,65,27,0.4153846153846154,63,75.13200000000002,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=75.13|propagado-headings
IA,cru,analise-exploratoria-de-dados-exemplo-1,0,1,1,1,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,11.919999999999998,0.0,11.919999999999998,0.0,1.0,1,5,1,5,1,1,alias,markdown_headings_text,4.4,12,2,0.16666666666666666,8,1,5,1,1,alias,markdown_headings_text,4.4,12,2,0.16666666666666666,8,11.919999999999998,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=11.92
IA,cru,analise-exploratoria-dos-dados-exemplo-2,0,1,1,1,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,12.099999999999998,0.107712,11.992287999999999,0.008901818181818184,0.9911767250079294,2,5,1,5,1,1,alias,markdown_headings_text,4.4,12,3,0.25,8,1,5,1,1,alias,markdown_headings_text,4.4,12,3,0.25,8,12.099999999999998,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=12.10
IA,cru,algoritmo-de-classificacao-k-nn,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,1.2959999999999998,0.107712,1.1882879999999998,0.08311111111111112,0.9232663110381616,2,5,0,0,0,0,,,0.0,12,5,0.4166666666666667,8,0,0,0,0,,,0.0,12,5,0.4166666666666667,8,1.2959999999999998,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=1.30
IA,cru,exemplo-com-k-nn,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0.107712,0.0,0.107712,0.0,1.0,1,5,0,0,0,0,,,0.0,12,1,0.08333333333333333,8,0,0,0,0,,,0.0,12,1,0.08333333333333333,8,0.107712,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=0.11
IA,cru,exemplo-2-k-nn-com-iriscsv-mais-completo,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0.107712,0.0,0.107712,0.0,1.0,1,5,0,0,0,0,,,0.0,12,1,0.08333333333333333,8,0,0,0,0,,,0.0,12,1,0.08333333333333333,8,0.107712,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=0.11
IA,cru,exemplo-de-programa-com-k-nn-em-java,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,11.919999999999998,0.0,11.919999999999998,0.0,1.0,1,5,1,5,1,1,alias,markdown_headings_text,4.4,12,2,0.16666666666666666,8,1,5,1,1,alias,markdown_headings_text,4.4,12,2,0.16666666666666666,8,11.919999999999998,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=11.92
IA,cru,artigo-usando-k-nn-em-texto,0,1,0,0,0,2a-propagado,2a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,32.26600000000001,1.0368,31.229200000000013,0.032132895307754275,0.9617975652505695,4,5,1,19,1,1,alias,markdown_headings_text,4.4,65,18,0.27692307692307694,63,1,19,1,1,alias,markdown_headings_text,4.4,65,18,0.27692307692307694,63,32.26600000000001,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=32.27|propagado-headings
IA,cru,k-nn-para-classificacao-exemplo-cardio,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0.107712,0.0,0.107712,0.0,1.0,1,5,0,0,0,0,,,0.0,12,1,0.08333333333333333,8,0,0,0,0,,,0.0,12,1,0.08333333333333333,8,0.107712,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=0.11
IA,cru,k-nn-para-regressao-exemplo-imc,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0.107712,0.0,0.107712,0.0,1.0,1,5,0,0,0,0,,,0.0,12,1,0.08333333333333333,8,0,0,0,0,,,0.0,12,1,0.08333333333333333,8,0.107712,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=0.11
IA,cru,introducao-a-redes-neurais,0,1,0,0,0,2a-propagado,2a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,68.50800000000002,0.9072,67.60080000000002,0.013242249080399365,0.9869308163053625,2,5,1,39,1,1,alias,markdown_headings_text,4.4,65,23,0.35384615384615387,63,1,39,1,1,alias,markdown_headings_text,4.4,65,23,0.35384615384615387,63,68.50800000000002,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=68.51|propagado-headings
IA,cru,rede-perceptron,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,1.1664,0.107712,1.058688,0.09234567901234567,0.8441017090454356,3,5,0,0,0,0,,,0.0,12,4,0.3333333333333333,8,0,0,0,0,,,0.0,12,4,0.3333333333333333,8,1.1664,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=1.17
IA,cru,rede-perceptron-classificacao-de-cliente,0,1,0,0,0,2a-propagado,2a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,31.156000000000002,0.0,31.156000000000002,0.0,1.0,1,5,1,16,1,1,alias,markdown_headings_text,4.4,65,5,0.07692307692307693,63,1,16,1,1,alias,markdown_headings_text,4.4,65,5,0.07692307692307693,63,31.156000000000002,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=31.16|propagado-headings
IA,cru,rede-perceptron-classificacao-planta-iris,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0.107712,0.0,0.107712,0.0,1.0,1,5,0,0,0,0,,,0.0,12,1,0.08333333333333333,8,0,0,0,0,,,0.0,12,1,0.08333333333333333,8,0.107712,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=0.11
IA,cru,rede-perceptron-exemplo-atualizado,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0.9072,0.107712,0.799488,0.11873015873015873,0.8938706015891033,2,5,0,0,0,0,,,0.0,12,2,0.16666666666666666,8,0,0,0,0,,,0.0,12,2,0.16666666666666666,8,0.9072,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=0.91
IA,cru,rede-perceptron-or-em-python,0,1,0,0,0,2a-propagado,2a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,31.156000000000002,0.0,31.156000000000002,0.0,1.0,1,5,1,16,1,1,alias,markdown_headings_text,4.4,65,5,0.07692307692307693,63,1,16,1,1,alias,markdown_headings_text,4.4,65,5,0.07692307692307693,63,31.156000000000002,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=31.16|propagado-headings
IA,cru,rede-perceptron-reconhecendo-letras,0,1,0,0,0,2a-propagado,2a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,34.534,0.0,34.534,0.0,1.0,1,5,1,18,1,1,alias,markdown_headings_text,4.4,65,6,0.09230769230769231,63,1,18,1,1,alias,markdown_headings_text,4.4,65,6,0.09230769230769231,63,34.534,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=34.53|propagado-headings
IA,cru,exercicio-2-solucao-com-rede-perceptron-atualizado,0,1,0,0,0,2a-propagado,2a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,50.294,0.0,50.294,0.0,1.0,1,5,1,24,1,1,alias,markdown_headings_text,4.4,65,7,0.1076923076923077,63,1,24,1,1,alias,markdown_headings_text,4.4,65,7,0.1076923076923077,63,50.294,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=50.29|propagado-headings
IA,cru,mlp,0,1,0,0,0,2a-propagado,2a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,48.72800000000002,0.9072,47.82080000000002,0.01861763257264816,0.9774802417718984,4,5,1,31,1,1,alias,markdown_headings_text,4.4,65,27,0.4153846153846154,63,1,31,1,1,alias,markdown_headings_text,4.4,65,27,0.4153846153846154,63,48.72800000000002,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=48.73|propagado-headings
IA,cru,mlp-xoripynb,0,1,0,0,0,2a-propagado,2a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,21.874000000000002,0.0,21.874000000000002,0.0,1.0,1,5,1,11,1,1,alias,markdown_headings_text,4.4,65,4,0.06153846153846154,63,1,11,1,1,alias,markdown_headings_text,4.4,65,4,0.06153846153846154,63,21.874000000000002,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=21.87|propagado-headings
IA,cru,mlp-classificacao-iris-atualizado,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0.9072,0.107712,0.799488,0.11873015873015873,0.8938706015891033,2,5,0,0,0,0,,,0.0,12,2,0.16666666666666666,8,0,0,0,0,,,0.0,12,2,0.16666666666666666,8,0.9072,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=0.91
IA,cru,mlp-regressao-cardio,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0.107712,0.0,0.107712,0.0,1.0,1,5,0,0,0,0,,,0.0,12,1,0.08333333333333333,8,0,0,0,0,,,0.0,12,1,0.08333333333333333,8,0.107712,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=0.11
IA,cru,rede-perceptron-e-equacao-de-reta,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0.9072,0.0,0.9072,0.0,1.0,1,5,0,0,0,0,,,0.0,12,2,0.16666666666666666,8,0,0,0,0,,,0.0,12,2,0.16666666666666666,8,0.9072,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=0.91
IA,cru,xor-backpropagation-em-python,0,1,0,0,0,2a-propagado,2a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,22.414,0.107712,22.306288000000002,0.004805567948603551,0.9952174150881603,2,5,1,12,1,1,alias,markdown_headings_text,4.4,65,7,0.1076923076923077,63,1,12,1,1,alias,markdown_headings_text,4.4,65,7,0.1076923076923077,63,22.414,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=22.41|propagado-headings
IA,cru,mlp-classificacao-inadimplencia-normalizacao-e-gridsearchcv,0,1,0,0,0,2a-propagado,2a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,42.55000000000001,0.107712,42.44228800000001,0.0025314218566392472,0.9974749700593413,2,5,1,25,1,1,alias,markdown_headings_text,4.4,65,15,0.23076923076923078,63,1,25,1,1,alias,markdown_headings_text,4.4,65,15,0.23076923076923078,63,42.55000000000001,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=42.55|propagado-headings
IA,cru,como-analisar-resultados-acc-pr-re-e-f1,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,8.786,0.9072,7.8788,0.10325517869337583,0.9064086163496059,2,5,1,3,11,11,alias,markdown_headings_text,4.4,12,6,0.5,8,1,3,11,11,alias,markdown_headings_text,4.4,12,6,0.5,8,8.786,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=8.79
IA,cru,arvores-de-decisao,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,8.9664,0.107712,8.858688,0.012012847965738758,0.9541516835567181,5,5,1,4,4,4,alias,markdown_headings_text,4.4,12,6,0.5,8,1,4,4,4,alias,markdown_headings_text,4.4,12,6,0.5,8,8.9664,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=8.97
IA,cru,exemplo-1-arvores-de-decisao-classificacao-planta-iris,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,1.1664,0.107712,1.058688,0.09234567901234567,0.8441017090454356,3,5,0,0,0,0,,,0.0,12,4,0.3333333333333333,8,0,0,0,0,,,0.0,12,4,0.3333333333333333,8,1.1664,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=1.17
IA,cru,exemplo-2-arvores-de-decisao-regressao-diabetes,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,1.1664,0.107712,1.058688,0.09234567901234567,0.8441017090454356,3,5,0,0,0,0,,,0.0,12,4,0.3333333333333333,8,0,0,0,0,,,0.0,12,4,0.3333333333333333,8,1.1664,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=1.17
IA,cru,exemplo-complementar-classificacao-com-arvores-de-decisao,0,1,1,0,0,1a,1a,metricas-de-avaliacao,metricas-de-avaliacao,5.16,0.9072,4.252800000000001,0.1758139534883721,0.8504746835443039,2,5,1,2,3,3,label,markdown_lead_text,2.8,4,2,0.5,2,1,2,3,3,label,markdown_lead_text,2.8,4,2,0.5,2,5.16,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,1,0.02564102564102564,winner_score=5.16
IA,cru,aula-sobre-agrupamento-parte-1-particional,0,1,0,0,0,2a-propagado,2a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,104.05960000000006,0.9072,103.15240000000006,0.00871808079216141,0.9903410258046214,3,5,1,55,4,1,alias,markdown_headings_text,4.4,65,32,0.49230769230769234,63,1,55,4,1,alias,markdown_headings_text,4.4,65,32,0.49230769230769234,63,104.05960000000006,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=104.06|propagado-headings
IA,cru,agrupamento-usando-k-means-exemplo-1-ipynb,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,1.4256,0.107712,1.317888,0.07555555555555556,0.8687258687258687,3,5,0,0,0,0,,,0.0,12,6,0.5,8,0,0,0,0,,,0.0,12,6,0.5,8,1.4256,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=1.43
IA,cru,agrupamento-usando-k-means-exemplo-2-ipynb,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,8.786,0.107712,8.678288,0.012259503755975416,0.9878889714440945,2,5,1,3,11,11,alias,markdown_headings_text,4.4,12,6,0.5,8,1,3,11,11,alias,markdown_headings_text,4.4,12,6,0.5,8,8.786,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=8.79
IA,cru,artigo-usando-agrupamento,0,1,0,0,0,2a-propagado,2a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,31.08600000000001,1.0368,30.04920000000001,0.03335263462651997,0.9640504633247738,3,5,1,18,1,1,alias,markdown_headings_text,4.4,65,16,0.24615384615384617,63,1,18,1,1,alias,markdown_headings_text,4.4,65,16,0.24615384615384617,63,31.08600000000001,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=31.09|propagado-headings
IA,cru,survey-on-clustering,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,0.9072,0.0,0.9072,0.0,1.0,1,5,0,0,0,0,,,0.0,12,2,0.16666666666666666,8,0,0,0,0,,,0.0,12,2,0.16666666666666666,8,0.9072,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=0.91
IA,cru,aula-sobre-agrupamento-parte-2-hierarquico,0,1,0,0,0,1a,1a,introducao-ao-aprendizado-de-maquina,introducao-ao-aprendizado-de-maquina,2.5208,0.107712,2.413088,0.04272929228816249,0.9590216822293375,2,5,1,2,5,4,alias,auto_tags_text,0.22,12,7,0.5833333333333334,8,1,2,5,4,alias,auto_tags_text,0.22,12,7,0.5833333333333334,8,2.5208,unidade-de-aprendizagem-05-aprendizado-de-maquina,39,38,0.9743589743589743,winner_score=2.52
