curso,entry_id,bloco,unidade,sub_aceito,sub_primario,pred_bloco,pred_unidade,pred_sub
CG,csg,1,1,1,1,bloco-15,unidade-07-representacao-e-modelagem-de-objetos,geometria-solida-construtiva-csg
CG,modelagem3d,1,1,1,0,bloco-15,unidade-07-representacao-e-modelagem-de-objetos,representacao-aramada
CG,atividade,,0,0,0,bloco-19,unidade-04-processo-de-visualizacao-2d,sistema-de-coordenadas-cartesianas
CG,basico3d-py,,1,1,0,bloco-18,unidade-06-processo-de-visualizacao-3d,pipeline-de-visualizacao-3d
CG,opengl3d,,1,0,0,bloco-18,unidade-06-processo-de-visualizacao-3d,perspectiva
CG,opengl3dcpp-vdi,,1,0,0,bloco-18,unidade-06-processo-de-visualizacao-3d,algoritmo-z-buffer
CG,opengl3dcpp,,1,0,0,bloco-18,unidade-06-processo-de-visualizacao-3d,algoritmo-z-buffer
CG,vis3d,,1,0,0,bloco-18,unidade-06-processo-de-visualizacao-3d,
CG,basico3d-cpp,0,0,0,0,bloco-05,unidade-02-fundamentos-matematicos,operacoes-com-vetores
CG,basico3d-py-zip,0,0,0,0,bloco-05,unidade-02-fundamentos-matematicos,operacoes-com-vetores
CG,exerciciodemodelagem,1,1,1,0,bloco-15,unidade-07-representacao-e-modelagem-de-objetos,tecnicas-de-modelagem-3d
CG,elemoculto,1,1,1,0,bloco-20,unidade-06-processo-de-visualizacao-3d,algoritmo-z-buffer
CG,exemplozbuffer,1,1,1,1,bloco-20,unidade-06-processo-de-visualizacao-3d,algoritmo-z-buffer
CG,iluminacao,,1,1,0,bloco-21,unidade-08-sintese-de-imagens-realisticas,modelos-de-reflexao-ambiente-difusa-especular
CG,programabasico3d,,1,0,0,bloco-21,unidade-08-sintese-de-imagens-realisticas,metodos-de-sombreamento-flat-gouraud-phong
CG,maptextures,,0,,,bloco-06,unidade-04-processo-de-visualizacao-2d,sistema-de-coordenadas-cartesianas
CG,exercicios,,1,1,1,bloco-02,unidade-01-introducao-ao-processamento-grafico,aplicacoes
CG,opengl-cpp,,1,1,1,bloco-02,unidade-01-introducao-ao-processamento-grafico,aplicacoes
CG,opengl-py,,1,1,1,bloco-02,unidade-01-introducao-ao-processamento-grafico,aplicacoes
CG,openglbasico,,1,1,1,bloco-02,unidade-01-introducao-ao-processamento-grafico,aplicacoes
CG,texturas-v3,,0,,,bloco-02,unidade-01-introducao-ao-processamento-grafico,aplicacoes
CG,exemplodemanipulacaodeimagens,1,0,,,bloco-03,unidade-02-fundamentos-matematicos,operacoes-com-vetores
CG,exercicio-com-animacao,1,1,0,0,bloco-03,unidade-02-fundamentos-matematicos,algoritmos-de-poligonos
CG,exercicio-com-poligonos,1,1,1,1,bloco-03,unidade-02-fundamentos-matematicos,algoritmos-de-poligonos
CG,exercicio-de-animacao-foguete,1,1,1,0,bloco-03,unidade-02-fundamentos-matematicos,algoritmos-de-poligonos
CG,fundamentosmatematicos,1,1,1,0,bloco-03,unidade-02-fundamentos-matematicos,operacoes-com-vetores
CG,matematica,1,1,0,0,bloco-03,unidade-02-fundamentos-matematicos,
CG,colisao,1,1,1,1,bloco-04,unidade-02-fundamentos-matematicos,algoritmos-de-deteccao-e-calculo-de-interseccao
CG,geomcomp,,1,1,1,bloco-05,unidade-02-fundamentos-matematicos,algoritmos-de-geometria-computacional
CG,animacao-v2,1,1,0,0,bloco-06,unidade-04-processo-de-visualizacao-2d,desenho-de-linhas
CG,exercicios-teoricos-sobre-processo-de-visualizacao-2d,1,1,0,0,bloco-06,unidade-04-processo-de-visualizacao-2d,desenho-de-linhas
CG,instanciamento,1,1,0,0,bloco-06,unidade-04-processo-de-visualizacao-2d,sistema-de-coordenadas-cartesianas
CG,mapeamento,1,1,0,0,bloco-06,unidade-04-processo-de-visualizacao-2d,recorte
CG,pagina-com-videos-sobre-instanciamento,1,1,0,0,bloco-06,unidade-04-processo-de-visualizacao-2d,desenho-de-linhas
CG,recorte,1,1,1,1,bloco-06,unidade-04-processo-de-visualizacao-2d,recorte
CG,transformacoesgeometricas,1,1,0,0,bloco-06,unidade-04-processo-de-visualizacao-2d,desenho-de-linhas
CG,transformacoesgl,1,1,0,0,bloco-06,unidade-04-processo-de-visualizacao-2d,sistema-de-coordenadas-cartesianas
CG,vis2d,1,1,1,0,bloco-06,unidade-04-processo-de-visualizacao-2d,recorte
CG,bezier-animacao,1,1,1,1,bloco-13,unidade-07-representacao-e-modelagem-de-objetos,bezier-e-algoritmo-de-casteljau
CG,bezier-cpp,1,1,1,1,bloco-13,unidade-07-representacao-e-modelagem-de-objetos,bezier-e-algoritmo-de-casteljau
CG,bezier-py,1,1,1,1,bloco-13,unidade-07-representacao-e-modelagem-de-objetos,bezier-e-algoritmo-de-casteljau
CG,bezier-python,1,1,1,1,bloco-13,unidade-07-representacao-e-modelagem-de-objetos,bezier-e-algoritmo-de-casteljau
CG,curvas,1,1,1,0,bloco-13,unidade-07-representacao-e-modelagem-de-objetos,hermite
CG,curvasparametricas,1,1,1,1,bloco-13,unidade-07-representacao-e-modelagem-de-objetos,representacao-de-curvas-parametricas
CG,exercicios-sobre-curvas,1,1,0,0,bloco-13,unidade-07-representacao-e-modelagem-de-objetos,hermite
CG,floodfill,,1,0,0,bloco-07,unidade-03-processamento-de-imagens-e-visao-computacional,cores-e-tipos-de-imagens
CG,img,,1,1,1,bloco-07,unidade-03-processamento-de-imagens-e-visao-computacional,cores-e-tipos-de-imagens
CG,remocaoderuido,,1,0,0,bloco-07,unidade-03-processamento-de-imagens-e-visao-computacional,cores-e-tipos-de-imagens
CG,exercicios-de-processamento-de-imagens,1,1,1,0,bloco-07,unidade-03-processamento-de-imagens-e-visao-computacional,cores-e-tipos-de-imagens
CG,introducaoprocimg,1,1,1,1,bloco-07,unidade-03-processamento-de-imagens-e-visao-computacional,filtros
CG,exercicios-de-geometria-computacional,,1,1,1,,unidade-02-fundamentos-matematicos,algoritmos-de-geometria-computacional
CG,exercicios-sobre-curvas-html,,0,0,0,,unidade-02-fundamentos-matematicos,
CG,exercicios-teoricos-sobre-processo-de-visualizacao-2d-html,,1,0,0,,unidade-04-processo-de-visualizacao-2d,desenho-de-linhas
CG,exerciciosfundamentosmatematicos,,1,1,0,,unidade-02-fundamentos-matematicos,operacoes-com-vetores
CG,resolucao-de-prova-de-computacao-grafica-2d,,0,,,,unidade-08-sintese-de-imagens-realisticas,conceitos-basicos-de-ray-tracing-e-radiosidade
CG,listadeexercicios2026-1,,1,,,bloco-21,unidade-08-sintese-de-imagens-realisticas,modelos-de-reflexao-ambiente-difusa-especular
CG,cronograma2026-2,,1,,,bloco-01,unidade-01-introducao-ao-processamento-grafico,
CG,planodeensino-4645z-04-fundamentos-de-computacao-grafica,,1,,,bloco-01,unidade-01-introducao-ao-processamento-grafico,
CG,videoscg-v2,,1,,,,unidade-08-sintese-de-imagens-realisticas,mapeamento-de-textura
CG,resolucao-de-prova-de-computacao-grafica-2d-html,,0,,,,unidade-08-sintese-de-imagens-realisticas,conceitos-basicos-de-ray-tracing-e-radiosidade
CG,resolucao-de-prova-de-computacao-grafica-3d,,0,,,,unidade-04-processo-de-visualizacao-2d,recorte
CG,domina,,1,1,1,bloco-05,unidade-02-fundamentos-matematicos,algoritmos-de-geometria-computacional
CG,planesweep,,1,1,1,bloco-05,unidade-02-fundamentos-matematicos,algoritmos-de-geometria-computacional
CG,slab,,1,1,1,bloco-05,unidade-02-fundamentos-matematicos,algoritmos-de-geometria-computacional
CG,exercicioduascores,,1,1,0,bloco-07,unidade-03-processamento-de-imagens-e-visao-computacional,cores-e-tipos-de-imagens
CG,video-sobre-origens-da-computacao-grafica-806e66,,1,1,1,bloco-01,unidade-01-introducao-ao-processamento-grafico,origens
CG,video-com-instrucoes-para-usar-opengl-na-vdi-da-pucrs-3a8758,,1,1,1,bloco-02,unidade-01-introducao-ao-processamento-grafico,aplicacoes
CG,video-sobre-o-algoritmo-de-recorte-por-subdivisao-binaria-db7e2e,,1,1,1,bloco-06,unidade-04-processo-de-visualizacao-2d,recorte
CG,video-sobre-mapeamento-em-opengl-1dad3c,,1,0,0,bloco-06,unidade-04-processo-de-visualizacao-2d,
CG,aula-gravada-975b85,,1,1,1,bloco-08,unidade-03-processamento-de-imagens-e-visao-computacional,segmentacao
CG,video-sobre-prechimento-de-areas-duracao-330-defae7,,0,0,0,bloco-01,unidade-01-introducao-ao-processamento-grafico,areas-relacionadas
CG,video-sobre-prechimento-de-areas-duracao-1300-d87e5f,,1,0,0,bloco-07,unidade-03-processamento-de-imagens-e-visao-computacional,cores-e-tipos-de-imagens
CG,pagina-com-videos-sobre-fundamentos-matematicos-para-computacao-grafica-d1d4a9,,1,0,0,bloco-03,unidade-02-fundamentos-matematicos,algoritmos-de-poligonos
CG,videos-sobre-algoritmos-de-detecao-de-colisao-bd7d84,,1,0,0,bloco-04,unidade-02-fundamentos-matematicos,
CG,pagina-com-videos-sobre-geometria-computacional-ebca9a,,1,1,1,bloco-05,unidade-02-fundamentos-matematicos,algoritmos-de-geometria-computacional
CG,pagina-com-videos-sobre-recorte-e257d3,,1,1,1,bloco-06,unidade-04-processo-de-visualizacao-2d,recorte
CG,pagina-com-videos-sobre-mapeamento-9f410e,,1,0,0,bloco-06,unidade-04-processo-de-visualizacao-2d,
CG,pagina-com-videos-sobre-curvas-parametricas-63d902,,1,0,0,bloco-13,unidade-07-representacao-e-modelagem-de-objetos,hermite
CG,pagina-com-videos-sobre-manipulacao-de-imagens-61ddde,,1,1,1,bloco-07,unidade-03-processamento-de-imagens-e-visao-computacional,cores-e-tipos-de-imagens
CG,pagina-com-videos-sobre-introducao-ao-processamento-de-imagens-61f156,,1,1,0,bloco-07,unidade-03-processamento-de-imagens-e-visao-computacional,filtros
CG,pagina-com-videos-sobre-segmentacao-de-imagens-d0627f,,1,1,1,bloco-07,unidade-03-processamento-de-imagens-e-visao-computacional,segmentacao
CG,pagina-com-videos-sobre-segmentacao-por-texturas-e03566,,1,1,1,bloco-07,unidade-03-processamento-de-imagens-e-visao-computacional,segmentacao
CG,pagina-com-videos-sobre-morfologia-matematica-06265a,,1,1,1,bloco-08,unidade-03-processamento-de-imagens-e-visao-computacional,segmentacao
CG,paginas-com-videos-sobre-modelagem-geometrica-f2614a,,1,0,0,bloco-15,unidade-07-representacao-e-modelagem-de-objetos,geometria-solida-construtiva-csg
CG,pagina-com-videos-sobre-visualizacao-3d-35a833,,1,0,0,bloco-18,unidade-06-processo-de-visualizacao-3d,
CG,pagina-com-videos-sobre-remocao-de-elementos-ocultos-20c34a,,1,1,1,bloco-20,unidade-06-processo-de-visualizacao-3d,algoritmos-de-remocao-de-elementos-ocultos
CG,pagina-com-videos-sobre-sintese-de-imagens-realisticas-a6d9ea,,1,1,0,bloco-21,unidade-08-sintese-de-imagens-realisticas,modelos-de-reflexao-ambiente-difusa-especular
CG,pagina-com-videos-sobre-mapeamento-de-texturas-07bbe3,,0,,,bloco-06,unidade-04-processo-de-visualizacao-2d,
FR,01-protocolos-de-rede,,,0,0,bloco-01,unidade-01-introducao-a-redes-de-computadores,modelos-osi-e-tcpip
FR,02-modelos-de-referencia,,,1,1,bloco-02,unidade-01-introducao-a-redes-de-computadores,modelos-osi-e-tcpip
FR,03-tipos-de-redes,,,1,1,bloco-02,unidade-01-introducao-a-redes-de-computadores,conceito-de-protocolo-de-redes-pessoais-locais-metropolitanas-e-de-longa-distancia
FR,unidade1-exercicios,,,0,0,,unidade-01-introducao-a-redes-de-computadores,
FR,04-camada-de-aplicacao,,,0,0,bloco-03,unidade-02-nivel-de-aplicacao,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap
FR,04-protocolo-http,,,0,0,bloco-03,unidade-02-nivel-de-aplicacao,paradigmas-clienteservidor-e-p2p
FR,05-protocolo-dns,,,0,0,bloco-03,unidade-02-nivel-de-aplicacao,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap
FR,06-protocolo-dhcp,,,1,1,bloco-03,unidade-02-nivel-de-aplicacao,protocolos-de-aplicacao-para-infraestrutura-dns-dhcp-snmp-nat
FR,07-protocolos-de-e-mail,,,1,1,bloco-05,unidade-02-nivel-de-aplicacao,protocolos-de-aplicacao-para-o-usuario-http-https-smtp-pop3-imap
FR,08-desenvolvimento-de-aplicacoes,,,0,0,bloco-05,unidade-02-nivel-de-aplicacao,
FR,lista-de-exercicios-1-camada-de-aplicacao,,,1,0,bloco-03,unidade-02-nivel-de-aplicacao,paradigmas-clienteservidor-e-p2p
FR,unidade2-exercicios-dhcp,,,1,1,bloco-03,unidade-02-nivel-de-aplicacao,protocolos-de-aplicacao-para-infraestrutura-dns-dhcp-snmp-nat
FR,unidade2-exercicios-dns,,,1,1,bloco-05,unidade-02-nivel-de-aplicacao,protocolos-de-aplicacao-para-infraestrutura-dns-dhcp-snmp-nat
FR,unidade2-exercicios-http,,,0,0,bloco-03,unidade-02-nivel-de-aplicacao,paradigmas-clienteservidor-e-p2p
FR,tcp-chat-c,,,0,0,bloco-03,unidade-02-nivel-de-aplicacao,paradigmas-clienteservidor-e-p2p
FR,tcp-example,,,0,0,bloco-03,unidade-02-nivel-de-aplicacao,paradigmas-clienteservidor-e-p2p
FR,udp-example-c,,,0,0,bloco-03,unidade-02-nivel-de-aplicacao,paradigmas-clienteservidor-e-p2p
FR,udp-example-java,,,0,0,bloco-03,unidade-02-nivel-de-aplicacao,paradigmas-clienteservidor-e-p2p
